tmax,pay_rate,born_ai_mult,ratio,y0,y1,gap,verdict
10,0.444,1.667,0.556,17.135,21.483,-4.349,REFUTE
10,0.444,2.222,0.460,17.135,20.339,-3.204,REFUTE
10,0.444,2.778,0.392,17.135,19.219,-2.084,REFUTE
10,0.444,3.333,0.342,17.135,18.122,-0.987,REFUTE
10,0.444,3.889,0.303,17.135,17.048,0.087,neutral
10,0.444,4.444,0.272,17.135,15.995,1.140,CONFIRM
10,0.444,5.000,0.247,17.135,14.964,2.171,CONFIRM
10,0.556,0.000,1.852,17.362,25.427,-8.065,REFUTE
10,0.556,0.556,1.190,17.362,24.393,-7.031,REFUTE
10,0.556,1.111,0.877,17.362,23.380,-6.018,REFUTE
10,0.556,1.667,0.694,17.362,22.386,-5.024,REFUTE
10,0.556,2.222,0.575,17.362,21.411,-4.049,REFUTE
10,0.556,2.778,0.490,17.362,20.454,-3.092,REFUTE
10,0.556,3.333,0.427,17.362,19.515,-2.153,REFUTE
10,0.556,3.889,0.379,17.362,18.594,-1.231,REFUTE
10,0.556,4.444,0.340,17.362,17.689,-0.327,neutral
10,0.556,5.000,0.309,17.362,16.800,0.562,CONFIRM
10,0.667,0.000,2.222,17.529,25.692,-8.163,REFUTE
10,0.667,0.556,1.429,17.529,24.799,-7.270,REFUTE
10,0.667,1.111,1.053,17.529,23.921,-6.392,REFUTE
10,0.667,1.667,0.833,17.529,23.059,-5.530,REFUTE
10,0.667,2.222,0.690,17.529,22.211,-4.682,REFUTE
10,0.667,2.778,0.588,17.529,21.378,-3.849,REFUTE
10,0.667,3.333,0.513,17.529,20.559,-3.029,REFUTE
10,0.667,3.889,0.455,17.529,19.753,-2.223,REFUTE
10,0.667,4.444,0.408,17.529,18.960,-1.431,REFUTE
10,0.667,5.000,0.370,17.529,18.180,-0.651,REFUTE
10,0.778,0.000,2.593,17.656,25.895,-8.239,REFUTE
10,0.778,0.556,1.667,17.656,25.110,-7.453,REFUTE
10,0.778,1.111,1.228,17.656,24.337,-6.681,REFUTE
10,0.778,1.667,0.972,17.656,23.576,-5.920,REFUTE
10,0.778,2.222,0.805,17.656,22.827,-5.171,REFUTE
10,0.778,2.778,0.686,17.656,22.089,-4.433,REFUTE
10,0.778,3.333,0.598,17.656,21.363,-3.707,REFUTE
10,0.778,3.889,0.530,17.656,20.647,-2.991,REFUTE
10,0.778,4.444,0.476,17.656,19.942,-2.286,REFUTE
10,0.778,5.000,0.432,17.656,19.248,-1.591,REFUTE
10,0.889,0.000,2.963,17.755,26.054,-8.299,REFUTE
10,0.889,0.556,1.905,17.755,25.354,-7.599,REFUTE
10,0.889,1.111,1.404,17.755,24.664,-6.909,REFUTE
10,0.889,1.667,1.111,17.755,23.984,-6.229,REFUTE
10,0.889,2.222,0.920,17.755,23.313,-5.558,REFUTE
10,0.889,2.778,0.784,17.755,22.652,-4.896,REFUTE
10,0.889,3.333,0.684,17.755,22.000,-4.244,REFUTE
10,0.889,3.889,0.606,17.755,21.356,-3.601,REFUTE
10,0.889,4.444,0.544,17.755,20.721,-2.966,REFUTE
10,0.889,5.000,0.494,17.755,20.095,-2.340,REFUTE
10,1.000,0.000,3.333,17.835,26.182,-8.348,REFUTE
10,1.000,0.556,2.143,17.835,25.551,-7.716,REFUTE
10,1.000,1.111,1.579,17.835,24.928,-7.093,REFUTE
10,1.000,1.667,1.250,17.835,24.313,-6.478,REFUTE
10,1.000,2.222,1.034,17.835,23.706,-5.871,REFUTE
10,1.000,2.778,0.882,17.835,23.107,-5.272,REFUTE
10,1.000,3.333,0.769,17.835,22.515,-4.680,REFUTE
10,1.000,3.889,0.682,17.835,21.931,-4.096,REFUTE
10,1.000,4.444,0.612,17.835,21.353,-3.519,REFUTE
10,1.000,5.000,0.556,17.835,20.783,-2.949,REFUTE
